step,time,abs_l2_pe1,rel_l2_pe1,abs_l2_pe2,rel_l2_pe2,abs_l2_pe3,rel_l2_pe3
51,0.051,0.0002950413641295899,0.003627909611311946,0.0006540091224622069,0.004929832787717878,0.001935677601556939,0.01041170620989667
52,0.052,0.0002936632815801538,0.003560169063710668,0.0006531826609597636,0.004858256408561456,0.001939095795794862,0.01030967016526187
53,0.053,0.0002922632850258972,0.003494310346879282,0.0006523809796081285,0.004789162347066024,0.001942513943915176,0.01021102040675896
54,0.054,0.0002908395392301396,0.003430214329640604,0.0006516030838612774,0.004722420030794537,0.001945945408689661,0.01011565523253334
55,0.055,0.0002893904141439197,0.003367772090217763,0.0006508480339365097,0.004657907996380232,0.001949401013373089,0.01002346848421673
56,0.056,0.0002879144826132659,0.003306884077307771,0.0006501149409976521,0.004595513103699323,0.001952889201425065,0.009934350297389545
57,0.057,0.0002864105165923958,0.003247459336538539,0.0006494029636579958,0.004535129830337859,0.001956416229599831,0.009848187985529043
58,0.058,0.000284877482036876,0.003189414796288016,0.0006487113047725705,0.004476659636920509,0.001959986382540791,0.009764866988933779
59,0.059,0.0002833145326554614,0.00313267460776056,0.0006480392084905906,0.004420010395102488,0.00196360219883016,0.009684271834928921
60,0.06,0.0002817210026995325,0.003077169534947627,0.0006473859575448068,0.004365095871112351,0.001967264700192001,0.00960628706860733
61,0.061,0.0002800963989632436,0.003022836390659263,0.0006467508707552223,0.004311835258632352,0.00197097361711976,0.00953079812415983
62,0.062,0.0002784403921603711,0.002969617515273981,0.0006461333007270507,0.004260152755584759,0.001974727605668869,0.009457692116115158
63,0.063,0.0002767528078319907,0.002917460295196038,0.0006455326317255877,0.004209977180073695,0.001978524451456806,0.009386858537414618
64,0.064,0.0002750336169275176,0.002866316718301227,0.0006449482777126533,0.004161241621310419,0.001982361258045403,0.009318189857380605
65,0.065,0.0002732829261878777,0.00281614296387551,0.0006443796805294977,0.004113883121845045,0.001986234617878472,0.009251582017619659
66,0.066,0.00027150096844561,0.002766899024736747,0.0006438263082139004,0.004067842387871006,0.00199014076477014,0.009186934827663107
67,0.067,0.0002696880929434768,0.002718548359393605,0.0006432876534397411,0.00402306352474128,0.001994075707633649,0.009124152265032102
68,0.068,0.000267844755758782,0.002671057572220018,0.0006427632320689401,0.003979493795168336,0.001998035345699128,0.009063142686470646
69,0.06900000000000001,0.0002659715104080068,0.002624396119746298,0.0006422525818057789,0.003937083397859577,0.00200201556589015,0.009003818958389332
70,0.07000000000000001,0.000264068998694936,0.002578536041281105,0.0006417552609460811,0.003895785264601697,0.002006012323374697,0.008946098515448978
71,0.07100000000000001,0.0002621379418527873,0.002533451712161808,0.000641270847211681,0.003855554874008607,0.002010021706516766,0.008889903356456216
72,0.07200000000000001,0.0002601791320218712,0.002489119618036266,0.0006407989366664783,0.003816350080372065,0.002014039987624775,0.008835159986814292
73,0.073,0.0002581934240944273,0.002445518148659387,0.0006403391427033777,0.003778130956177136,0.002018063660966145,0.008781799316437633
74,0.074,0.0002561817279499368,0.002402627409771497,0.0006398910951003724,0.003740859647044255,0.002022089469543371,0.008729756521543197
75,0.075,0.0002541450010969996,0.00236042905170651,0.0006394544391383381,0.003704500237954204,0.002026114422120986,0.00867897087815428
76,0.076,0.0002520842417322832,0.002318906113463886,0.0006390288347757366,0.003669018629741852,0.00203013580192522,0.008629385574365005
77,0.077,0.0002500004822192471,0.002278042881032311,0.0006386139558772503,0.003634382424955418,0.002034151168374376,0.008580947507714697
78,0.078,0.0002478947829880776,0.002237824758858331,0.000638209489490672,0.003600560822251609,0.002038158353091366,0.00853360707319667
79,0.079,0.0002457682268506706,0.002198238153389925,0.0006378151351696841,0.003567524518595653,0.002042155451342834,0.008487317946667064
80,0.08,0.0002436219137243828,0.002159270367722974,0.0006374306043383739,0.003535245618595282,0.002046140809940264,0.008442036867708213
81,0.081,0.0002414569557529955,0.002120909506419979,0.0006370556196955376,0.003503697550372564,0.002050113012514457,0.008397723425281245
82,0.082,0.0002392744728132807,0.002083144389652603,0.000636689914654182,0.003472854987419727,0.002054070862954483,0.008354339848846502
83,0.083,0.0002370755883923405,0.002045964475865874,0.0006363332328149931,0.003442693775952876,0.002058013367705613,0.008311850807118064
84,0.08400000000000001,0.0002348614258206841,0.002009359792228067,0.0006359853274719893,0.003413190867319848,0.002061939717492405,0.008270223216008475
85,0.08500000000000001,0.0002326331048442158,0.001973320872177499,0.0006356459611454923,0.003384324255041649,0.002065849268958011,0.008229426056965172
86,0.08600000000000001,0.0002303917385187545,0.001937838699437529,0.0006353149051445095,0.003356072916140071,0.002069741526596623,0.008189430206408575
87,0.08700000000000001,0.0002281384304094007,0.001902904657910938,0.0006349919391518641,0.003328416756390751,0.002073616125297203,0.008150208276740449
88,0.08799999999999999,0.000225874272077631,0.00186851048691703,0.0006346768508349328,0.003301336559219302,0.002077472813721259,0.00811173446901919
89,0.089,0.0002236003408386098,0.001834648241273054,0.0006343694354775919,0.00327481393794678,0.002081311438696576,0.008073984437258925
90,0.09,0.0002213176977720663,0.001801310255767074,0.0006340694956319851,0.003248831291130239,0.002085131930737488,0.008036935164059308
91,0.091,0.0002190273859695783,0.001768489113599939,0.0006337768407912356,0.003223371760778373,0.002088934290759845,0.00800056484714654
92,0.092,0.0002167304290025394,0.001736177618416935,0.0006334912870780907,0.003198419193209478,0.002092718578026926,0.007964852796325483
93,0.093,0.0002144278295948664,0.001704368769575699,0.0006332126569521244,0.003173958102376625,0.00209648489932015,0.007929779340224076
94,0.094,0.0002121205684854813,0.00167305574033071,0.0006329407789314463,0.003149973635465422,0.002100233399315803,0.007895325742212482
95,0.095,0.0002098096034661725,0.001642231858641716,0.0006326754873297891,0.003126451540610298,0.002103964252107491,0.007861474124766267
96,0.096,0.0002074958685808641,0.001611890590337715,0.0006324166220072943,0.003103378136574397,0.002107677653831028,0.007828207401657693
97,0.097,0.0002051802734737126,0.00158202552439704,0.0006321640281340355,0.003080740284254276,0.002111373816308116,0.007795509217249023
98,0.098,0.0002028637028732055,0.00155263036011926,0.0006319175559665383,0.003058525359887083,0.002115052961633403,0.007763363892237676
99,0.099,0.0002005470162007654,0.001523698895989485,0.0006316770606345568,0.003036721229833174,0.002118715317626529,0.007731756375232683
100,0.1,0.000198231047293089,0.00149522502005467,0.000631442401939229,0.003015316226834617,0.002122361114059479,0.007700672199536726
101,0.101,0.000195916604227211,0.001467202701641544,0.0006312134441619092,0.00299429912764985,0.002125990579588013,0.007670097444611478
102,0.102,0.0001936044692398485,0.001439625984276242,0.0006309900558815794,0.002973659131964903,0.002129603939289669,0.007640018701639765
103,0.103,0.0001912953987305883,0.001412488979659663,0.0006307721098017,0.002953385842502808,0.002133201412750623,0.00761042304277166
104,0.104,0.0001889901233416144,0.001385785862585168,0.0006305594825856552,0.002933469246251412,0.002136783212620545,0.007581297993583249
105,0.105,0.0001866893481057243,0.001359510866685327,0.0006303520546992207,0.00291389969673128,0.002140349543571044,0.007552631508360065
106,0.106,0.0001843937526552643,0.001333658280907889,0.0006301497102626945,0.002894667897250755,0.002143900601591988,0.007524411947832674
107,0.107,0.000182103991485488,0.001308222446633677,0.0006299523369075242,0.002875764885063833,0.002147436573576192,0.00749662805906871
108,0.108,0.0001798206942658866,0.001283197755354534,0.0006297598256411938,0.002857182016392088,0.002150957637148165,0.007469268957259542
109,0.109,0.0001775444661941846,0.001258578646842615,0.000629572070718545,0.002838910952249907,0.002154463960678577,0.007442324109103044
110,0.11,0.0001752758883871487,0.001234359607742834,0.0006293889695180521,0.00282094364501851,0.00215795570345482,0.00741578331760038
111,0.111,0.0001730155183038919,0.001210535170534382,0.0006292104224246413,0.002803272325730237,0.002161433015978136,0.007389636708092054
112,0.112,0.0001707638901968395,0.001187099912807649,0.0006290363327175775,0.002785889492015461,0.002164896040344165,0.007363874715322172
113,0.113,0.0001685215155862405,0.001164048456810166,0.0006288666064635667,0.002768787896673192,0.002168344910697605,0.007338488071445267
114,0.114,0.0001662888837551821,0.001141375469225757,0.0006287011524139285,0.002751960536824619,0.002171779753737221,0.007313467794844586
115,0.115,0.0001640664622605411,0.001119075661142571,0.0006285398819073259,0.002735400643622021,0.002175200689233536,0.007288805179591579
116,0.116,0.0001618546974579774,0.001097143788186059,0.0006283827087767723,0.00271910167247625,0.002178607830581164,0.007264491785583816
117,0.117,0.0001596540150372132,0.001075574650782126,0.0006282295492593154,0.002703057293766134,0.002182001285342766,0.007240519429180735
118,0.118,0.0001574648205659123,0.001054363094531246,0.0006280803219114989,0.002687261384016227,0.002185381155786858,0.007216880174315045
119,0.119,0.0001552875000388469,0.001033504010664549,0.0006279349475271058,0.002671708017501868,0.002188747539422867,0.007193566324063256
120,0.12,0.000153122420431722,0.001012992336572324,0.0006277933490593695,0.002656391458267294,0.002192100529497481,0.007170570412530873
121,0.121,0.0001509699302558596,0.0009928230563751345,0.0006276554515452736,0.002641306152524044,0.002195440215492961,0.007147885197163935
122,0.122,0.0001488303601143269,0.0009729912015376767,0.0006275211820345791,0.002626446721420199,0.002198766683576831,0.007125503651298774
123,0.123,0.0001467040232559429,0.0009534918514989458,0.0006273904695205657,0.0026118079541478,0.002202080017039067,0.007103418957049765
124,0.124,0.000144591216127602,0.0009343201343192888,0.0006272632448742269,0.002597384801377737,0.002205380296691983,0.007081624498435551
125,0.125,0.000142492218922379,0.0009154712273258063,0.0006271394407809898,0.002583172369000766,0.002208667601244633,0.007060113854765478
126,0.126,0.000140407296123215,0.0008969403577537364,0.0006270189916800405,0.002569165912159021,0.00221194200764541,0.00703888079425056
127,0.127,0.0001383366970414705,0.000878722803377847,0.0006269018337062599,0.002555360829552765,0.002215203591396248,0.007017919267834617
128,0.128,0.0001362806563484677,0.0008608138931212869,0.0006267879046341451,0.002541752658005826,0.002218452426839411,0.006997223403235563
129,0.129,0.0001342393946008887,0.0008432090076469941,0.0006266771438242753,0.002528337067278362,0.002221688587416638,0.006976787499182418
130,0.13,0.0001322131187582444,0.0008259035799200782,0.0006265694921719731,0.002515109855113267,0.002224912145897977,0.006956606019827832
131,0.131,0.0001302020226926571,0.0008088930957425651,0.0006264648920574444,0.002502066942501373,0.002228123174594266,0.006936673589368451
132,0.132,0.0001282062876904073,0.0007921730942573667,0.0006263632872984812,0.002489204369158841,0.002231321745534284,0.006916984986801709
133,0.133,0.0001262260829448287,0.0007757391684188791,0.000626264623104654,0.002476518289201877,0.002234507930622888,0.006897535140860969
134,0.134,0.0001242615660406289,0.0007595869654310763,0.0006261688460333032,0.002464004967010272,0.002237681801786361,0.006878319125137282
135,0.135,0.0001223128834291122,0.0007437121871501794,0.0006260759039475221,0.002451660773271286,0.002240843431083373,0.006859332153311534
136,0.136,0.0001203801708946533,0.0007281105904544604,0.0006259857459745669,0.002439482181189042,0.002243992890809703,0.006840569574575002
137,0.137,0.0001184635540121051,0.0007127779875796348,0.0006258983224676736,0.002427465762862699,0.002247130253573421,0.006822026869157866
138,0.138,0.0001165631485951672,0.0006977102464203523,0.0006258135849680543,0.00241560818581334,0.002250255592363266,0.006803699644027454
139,0.139,0.0001146790611359051,0.0006829032907995232,0.0006257314861677616,0.002403906209654618,0.002253368980595855,0.006785583628703743
140,0.14,0.0001128113892356149,0.0006683531007068428,0.0006256519798761082,0.002392356682911135,0.002256470492152201,0.006767674671217383
141,0.141,0.0001109602220269531,0.000654055712506536,0.0006255750209842914,0.002380956539956738,0.002259560201396833,0.006749968734181839
142,0.142,0.0001091256405877668,0.0006400072191171896,0.000625500565434107,0.002369702798089829,0.002262638183191785,0.00673246189101041
143,0.143,0.0001073077183466093,0.0006262037701639404,0.0006254285701854722,0.002358592554719402,0.002265704512893135,0.006715150322234032
144,0.144,0.000105506521480432,0.000612641572106072,0.0006253589931872765,0.002347622984673281,0.0022687592663401,0.00669803031194373
145,0.145,0.0001037221093048254,0.0005993168883425229,0.0006252917933467268,0.002336791337605555,0.002271802519840604,0.006681098244363306
146,0.146,0.0001019545346568427,0.0005862260392955415,0.0006252269305023431,0.002326094935517285,0.002274834350134056,0.006664350600489232
147,0.147,0.0001002038442707959,0.000573365402474915,0.0006251643653959209,0.002315531170368408,0.002277854834368386,0.006647783954901652
148,0.148,9.847007914792407e-05,0.0005607314125279788,0.0006251040596458239,0.002305097501785421,0.00228086405005605,0.006631394972637314
149,0.149,9.675327491956098e-05,0.0005483205612732105,0.0006250459757220624,0.002294791454862044,0.00228386207502617,0.006615180406169082
150,0.15,9.505346220499723e-05,0.0005361293977242099,0.0006249900769214915,0.002284610618042909,0.002286848987384969,0.006599137092523954
151,0.151,9.337066696395222e-05,0.000524154528103301,0.0006249363273432686,0.002274552641087181,0.00228982486545213,0.006583261950438516
152,0.152,9.170491084442233e-05,0.0005123926158490129,0.0006248846918663248,0.00226461523311455,0.002292789787717209,0.006567551977677697
153,0.153,9.00562115266398e-05,0.0005008403816211555,0.0006248351361259294,0.002254796160720209,0.002295743832774954,0.006552004248391079
154,0.154,8.842458306276642e-05,0.0004894946033010711,0.000624787626492877,0.002245093246167741,0.002298687079274823,0.006536615910606332
155,0.155,8.681003621459804e-05,0.0004783521159993182,0.0006247421300513963,0.002235504365643224,0.002301619605858305,0.00652138418377817
156,0.156,8.521257878791066e-05,0.0004674098120626117,0.0006246986145790655,0.002226027447579489,0.002304541491104693,0.006506306356449366
157,0.157,8.363221596581182e-05,0.0004566646410925679,0.000624657048526539,0.002216660471039507,0.002307452813474517,0.006491379783988036
158,0.158,8.206895064040761e-05,0.0004461136099717329,0.0006246174009977234,0.002207401464159193,0.002310353651247585,0.006476601886390163
159,0.159,8.052278374463279e-05,0.0004357537829062609,0.0006245796417313332,0.002198248502649923,0.002313244082477207,0.006461970146204427
160,0.16,7.899371458428209e-05,0.0004255822814846744,0.0006245437410812613,0.002189199708349547,0.002316124184933988,0.00644748210650025
161,0.161,7.748174117106804e-05,0.000415596284756189,0.0006245096700002512,0.002180253247835707,0.00231899403605451,0.00643313536892
162,0.162,7.598686055791303e-05,0.0004057930293342045,0.000624477400020299,0.002171407331075734,0.002321853712897063,0.006418927591818233
163,0.163,7.45090691771183e-05,0.0003961698095273109,0.0006244469032363585,0.002162660210134518,0.002324703292091293,0.006404856488447221
164,0.164,7.30483631820773e-05,0.0003867239775001656,0.000624418152288191,0.002154010177920307,0.002327542849804659,0.006390919825251594
165,0.165,7.160473879386121e-05,0.0003774529434701237,0.0006243911203460178,0.002145455566986405,0.002330372461701219,0.006377115420199099
166,0.166,7.017819265377454e-05,0.0003683541759440844,0.0006243657810911659,0.00213699474835603,0.00233319220289504,0.006363441141153685
167,0.167,6.876872218816619e-05,0.0003594252020268916,0.0006243421087021153,0.002128626130405289,0.002336002147937719,0.006349894904395755
168,0.168,6.737632595752384e-05,0.0003506636076534369,0.0006243200778386611,0.0021203481577771,0.002338802370772284,0.006336474673101125
169,0.169,6.600100405060873e-05,0.0003420670380614011,0.0006242996636239069,0.002112159310323671,0.002341592944715283,0.006323178455946809
170,0.17,6.464275846467663e-05,0.0003336331981930944,0.0006242808416319179,0.002104058102103186,0.002344373942432925,0.006310004305747222
171,0.171,6.330159350335079e-05,0.0003253598531905842,0.0006242635878696466,0.002096043080389993,0.002347145435919191,0.006296950318140882
172,0.172,6.197751618707505e-05,0.0003172448289552879,0.0006242478787646776,0.002088112824736667,0.002349907496487205,0.00628401463035586
173,0.173,6.067053667799873e-05,0.0003092860127794967,0.000624233691147476,0.00208026594604814,0.002352660194741462,0.006271195419964806
174,0.174,5.938066872053552e-05,0.0003014813540539677,0.0006242210022375316,0.002072501085698438,0.002355403600580716,0.006258490903762516
175,0.175,5.81079300983968e-05,0.0002938288650533906,0.0006242097896296252,0.002064816914676276,0.002358137783180371,0.006245899336625536
176,0.176,5.685234311107551e-05,0.0002863266218124678,0.000624200031277025,0.002057212132747686,0.002360862810990555,0.006233419010450479
177,0.177,5.561393506929353e-05,0.0002789727650875317,0.000624191705478267,0.002049685467656807,0.00236357875173536,0.00622104825313007
178,0.178,5.439273881318234e-05,0.0002717655014201502,0.0006241847908613277,0.002042235674343256,0.002366285672403713,0.00620878542754017
179,0.179,5.318879325242442e-05,0.0002647031042960385,0.0006241792663708969,0.00203486153419433,0.002368983639253887,0.006196628930595045
180,0.18,5.200214393162099e-05,0.0002577839154128253,0.0006241751112502852,0.002027561854302564,0.00237167271782087,0.006184577192340886
181,0.181,5.083284362130371e-05,0.0002510063460558244,0.0006241723050293145,0.002020335466765916,0.002374352972906751,0.006172628675033849
182,0.182,4.968095293632384e-05,0.0002443688785873869,0.0006241708275094948,0.002013181228000408,0.002377024468600031,0.006160781872322651
183,0.183,4.854654098221494e-05,0.0002378700680498017,0.000624170658746703,0.002006098018065961,0.002379687268274245,0.00614903530840378
184,0.184,4.742968603114997e-05,0.0002315085438866765,0.0006241717790387378,0.001999084740027998,0.002382341434597022,0.006137387537230312
185,0.185,4.633047622760782e-05,0.0002252830117802757,0.000624174168908628,0.001992140319324872,0.002384987029534522,0.006125837141733874
186,0.186,4.524901032403252e-05,0.0002191922556032593,0.0006241778090894013,0.001985263703158905,0.002387624114369429,0.006114382733106018
187,0.187,4.418539844590845e-05,0.0002132351394791306,0.0006241826805105011,0.001978453859910518,0.002390252749704071,0.006103022950063788
188,0.188,4.313976288622897e-05,0.0002074106099486318,0.0006241887642795011,0.001971709778555166,0.002392872995469316,0.006091756458153392
189,0.189,4.211223892603189e-05,0.0002017176982235027,0.0006241960416679702,0.001965030468110134,0.002395484910938232,0.006080581949087194
190,0.19,4.110297567984633e-05,0.0001961555225200697,0.0006242044940956995,0.001958414957092616,0.002398088554736639,0.006069498140093639
191,0.191,4.011213696050306e-05,0.0001907232904443816,0.0006242141031134675,0.001951862292988709,0.002400683984857065,0.006058503773296037
192,0.192,3.913990215890819e-05,0.0001854203014069495,0.0006242248503888251,0.001945371541747288,0.002403271258660863,0.006047597615080262
193,0.193,3.818646713027256e-05,0.0001802459490264002,0.0006242367176867213,0.001938941787272267,0.002405850432897965,0.006036778455526001
194,0.194,3.72520450784974e-05,0.0001751997234834784,0.0006242496868556927,0.001932572130946552,0.002408421563712941,0.006026045107821654
195,0.195,3.63368674244885e-05,0.000170281213760219,0.000624263739808589,0.001926261691152638,0.002410984706656749,0.00601539640771049
196,0.196,3.544118464533124e-05,0.0001654901097063124,0.0006242788585072011,0.001920009602818596,0.00241353991670361,0.006004831212966612
197,0.197,3.456526706337274e-05,0.00016082620383968,0.0006242950249449258,0.001913815016970801,0.002416087248250059,0.005994348402842494
198,0.198,3.370940556369193e-05,0.0001562893927882073,0.0006243122211261865,0.001907677100289144,0.002418626755129712,0.00598394687757155
199,0.199,3.287391221068828e-05,0.0001518796782463828,0.0006243304290533546,0.001901595034697258,0.00242115849063313,0.005973625557898488
200,0.2,3.205912073286203e-05,0.0001475971673163839,0.0006243496307048887,0.001895568016937457,0.002423682507497996,0.005963383384550251
201,0.201,3.126538683460056e-05,0.0001434420720596671,0.0006243698080190489,0.001889595258174031,0.002426198857936999,0.005953219317815109
202,0.202,3.049308829215485e-05,0.0001394147080823486,0.0006243909428753247,0.001883675983600316,0.002428707593632163,0.005943132337051868
203,0.203,2.974262478120346e-05,0.0001355154919377851,0.0006244130170733844,0.00187780943204906,0.002431208765755033,0.005933121440276681
204,0.204,2.90144173784476e-05,0.0001317449371130729,0.000624436012318156,0.001871994855631279,0.002433702424970245,0.005923185643721412
205,0.205,2.830890767306732e-05,0.0001281036483423474,0.0006244599101965992,0.001866231519360187,0.002436188621437718,0.005913323981400941
206,0.206,2.762655641826103e-05,0.0001245923139712515,0.0006244846921620624,0.001860518700807377,0.0024386674048289,0.005903535504727474
207,0.207,2.696784164879825e-05,0.0001212116960847568,0.000624510339511007,0.001854855689745475,0.002441138824333158,0.0058938192821117
208,0.208,2.633325618894291e-05,0.0001179626181108729,0.0006245368333672377,0.001849241787822271,0.002443602928658665,0.005884174398562131
209,0.209,2.572330447462779e-05,0.0001148459496179733,0.0006245641546574312,0.001843676308217622,0.00244605976604282,0.005874599955318727
210,0.21,2.513849862044955e-05,0.0001118625880602331,0.0006245922840958798,0.001838158575336163,0.002448509384261508,0.005865095069493799
211,0.211,2.457935366958963e-05,0.0001090134372652175,0.0006246212021598262,0.001832687924480532,0.002450951830629188,0.00585565887370132
212,0.212,2.404638198244879e-05,0.0001062993825406333,0.000624650889072463,0.00182726370155492,0.002453387152011097,0.005846290515725247
213,0.213,2.354008674168305e-05,0.000103721262376531,0.0006246813247796285,0.001821885262758048,0.002455815394823455,0.005836989158168697
214,0.214,2.306095458238973e-05,0.0001012798368556719,0.0006247124889315755,0.001816551974298396,0.002458236605041397,0.005827753978130678
215,0.215,2.260944739445994e-05,9.897575304888377e-05,0.0006247443608604348,0.001811263212104109,0.002460650828209667,0.005818584166898835
216,0.216,2.218599339025807e-05,9.680950786593744e-05,0.0006247769195607396,0.001806018361548894,0.002463058109432854,0.005809478929601771
217,0.217,2.17909775818261e-05,9.478140904194589e-05,0.0006248101436666698,0.001800816817175175,0.002465458493399175,0.005800437484950048
218,0.218,2.142473186803361e-05,9.289153516538128e-05,0.0006248440114326828,0.00179565798243384,0.002467852024371276,0.005791459064906748
219,0.219,2.108752498527399e-05,9.113969586038893e-05,0.0006248785007125399,0.001790541269425607,0.002470238746199078,0.005782542914418382
