theta,x,y,Cp,q_w
2.65251629355314,-0.882767171042272,0.4698107296390303,1.164619908796588,0.06615874420173212
2.692793703076966,-0.900968867902419,0.4338837391175582,1.208393557931216,0.06843115547786627
2.733071112600791,-0.9177091477936108,0.3972529672763427,1.249850387894828,0.07057510823724981
2.76057579843547,-0.9282869832061328,0.3718645949358911,1.276650219097862,0.07195686981385349
2.774611257889403,-0.9334146702521373,0.3587994614194283,1.289812364868188,0.07263430547588841
2.802115943724083,-0.9429290469254323,0.3329937122803217,1.314532898304712,0.07390447417097072
2.842393353247909,-0.9555728057861409,0.2947551744109038,1.347992517228159,0.07561928821302129
2.882670762771734,-0.9666665773351907,0.2560385287744845,1.377929295487315,0.07714928104798692
2.910175448606413,-0.9733423265176826,0.2293571790154437,1.396208680153801,0.07808152304995536
2.924210908060346,-0.9764654844288195,0.2156737301480388,1.404829234935184,0.07852066184841276
2.951715593895026,-0.9820274460436247,0.188738165644816,1.420290447031502,0.07930741837747887
2.991993003418851,-0.9888308262251285,0.1490422661761743,1.439394885587055,0.08027811618575079
3.032270412942676,-0.9940302729075364,0.1091046126307368,1.454138092796081,0.08102610808430617
3.059775098777355,-0.9966548106546054,0.08172630271712052,1.461627836143869,0.0814057326412564
3.073810558231288,-0.9977036732440023,0.06773020413525369,1.464629881944509,0.08155782805028737
3.101315244065968,-0.9991889747687078,0.04026652026923618,1.468889597827324,0.08177356501754873
3.141592653589793,-1,1.224646799147353e-16,1.471220323574129,0.08189157983337979
3.181870063113618,-0.9991889747687079,-0.04026652026923594,1.468889597827252,0.08177356501755934
3.209374748948298,-0.997703673244002,-0.06773020413525341,1.464629881944645,0.08155782805023985
3.223410208402231,-0.9966548106546056,-0.08172630271712024,1.461627836143881,0.08140573264130697
3.25091489423691,-0.9940302729075361,-0.1091046126307366,1.454138092796171,0.08102610808430227
3.291192303760735,-0.9888308262251285,-0.1490422661761745,1.439394885587153,0.08027811618576154
3.331469713284561,-0.9820274460436248,-0.1887381656448163,1.420290447031475,0.07930741837749541
3.35897439911924,-0.9764654844288194,-0.2156737301480386,1.404829234935447,0.07852066184836995
3.373009858573173,-0.973342326517683,-0.2293571790154433,1.396208680153893,0.07808152305002185
3.400514544407852,-0.9666665773351903,-0.2560385287744844,1.377929295487453,0.07714928104799827
3.440791953931678,-0.9555728057861407,-0.2947551744109044,1.347992517228337,0.07561928821304521
3.481069363455504,-0.9429290469254326,-0.3329937122803217,1.31453289830479,0.07390447417099499
3.508574049290183,-0.9334146702521372,-0.3587994614194278,1.289812364868586,0.07263430547585394
3.522609508744116,-0.9282869832061331,-0.3718645949358911,1.276650219098158,0.07195686981391657
3.550114194578795,-0.9177091477936106,-0.3972529672763427,1.249850387895115,0.07057510823727715
3.590391604102621,-0.9009688679024191,-0.433883739117558,1.208393557931535,0.06843115547790096
3.630669013626446,-0.8827671710422725,-0.4698107296390298,1.164619908796825,0.06615874420177874
3.658173699461126,-0.8695129147633343,-0.493910205620969,1.133580603579311,0.06454199975965576
3.672209158915058,-0.8624952426378225,-0.5060651702932164,1.11742651803416,0.06369877086698275
3.699713844749737,-0.8482516123590389,-0.5295934309300152,1.085226369893686,0.06201429138836029
3.739991254273563,-0.8262387743159949,-0.5633200580636221,1.036980594604242,0.0594811427080232
3.780268663797389,-0.8028857352868667,-0.5961329516364633,0.9877576726874585,0.05688507857967461
3.807773349632067,-0.7861876775855584,-0.6179878119909838,0.9537644313892391,0.05508532256484331
3.821808809086001,-0.7774367835794682,-0.6289610859937119,0.9363408957783305,0.05416060998403116
3.84931349492068,-0.759845537597961,-0.6501036524635126,0.9021135925571032,0.05233968077798256
3.889590904444506,-0.7330518718298262,-0.6801727377709195,0.8519773076391878,0.04966167555942037
3.929868313968331,-0.705069158933892,-0.7091385485743876,0.8021010102877765,0.0469847288605227
3.95737299980301,-0.6853003068265505,-0.7282605918352395,0.7683409721534737,0.04516538834993877
3.971408459256943,-0.675011671451561,-0.7378070503600164,0.7512404711920632,0.04424152046466089
3.998913145091623,-0.6544657691338986,-0.7560916326649227,0.7180304741330495,0.04244284883429689
4.039190554615448,-0.6234898018587337,-0.7818314824680297,0.6702543164227552,0.03984470696603553
4.079467964139273,-0.5915025026620472,-0.8063031621533364,0.6236928937740454,0.03730037912257395
4.106972649973953,-0.5691044596377061,-0.8222652334722976,0.592696257665334,0.03559972824156432
4.121008109427885,-0.5575079140066366,-0.8301716244107278,0.5771502658730373,0.03474468325217286
4.148512795262565,-0.5344663168595136,-0.845189775196411,0.5472491578860278,0.03309608620200032
4.188790204786391,-0.4999999999999996,-0.8660254037844388,0.5048876286502753,0.03075126790640306
4.229067614310217,-0.4647226579091941,-0.885456295465648,0.464325640916932,0.0284956490766425
4.256572300144896,-0.4401957592373658,-0.8979018285459813,0.437709432795004,0.02700984251844427
4.270607759598828,-0.4275503510168999,-0.903991536189418,0.4244752158502642,0.02626934376189431
4.298112445433508,-0.4025277702454899,-0.915407774784073,0.3992343849801322,0.0248537946370923
4.338389854957334,-0.3653410243663949,-0.9308737486442042,0.3639533739367422,0.02286787010351512
4.378667264481159,-0.327561676909726,-0.9448297983097395,0.3306939856549925,0.02098765026461489
4.406171950315837,-0.3014538129772587,-0.953480780508055,0.3091473661063601,0.01976521332189681
4.420207409769771,-0.2880420196911326,-0.957617770850683,0.2985160128757766,0.01916074763076973
4.44771209560445,-0.2615974184012986,-0.9651770773488717,0.2783913507617959,0.01801408610207279
4.487989505128276,-0.2225209339563146,-0.9749279121818236,0.2505979907177432,0.01642506054506295
4.528266914652101,-0.1830835093274719,-0.9830973647438346,0.2247611124754378,0.01494195557141604
4.55577160048678,-0.1559778866726696,-0.9877605474131398,0.2082147530629483,0.01398896735222011
4.569807059940714,-0.1420993056205747,-0.9898524069268755,0.2001069924254539,0.01352105380243136
4.597311745775393,-0.1148234125067445,-0.9933859189128059,0.184862834317891,0.01263951344486277
4.637589155299218,-0.07473009358642473,-0.9972037971811801,0.1640366702204679,0.01143124868658069
4.677866564823044,-0.03451555868323331,-0.9994041605690458,0.1449190138124843,0.01031778737060272
4.705371250657723,-0.007017672125512254,-0.9999753759141854,0.132801816905786,0.009609726111665795
