timeHist0,timeHist1,timeHist2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-03,1.000000000000000000e+00,2.142245769241983011e-01
4.000000000000000083e-03,2.000000000000000000e+00,1.068709215465633466e+00
6.000000000000000125e-03,1.000000000000000000e+00,2.466767050878984957e+00
8.000000000000000167e-03,0.000000000000000000e+00,3.830782285646015861e+00
1.000000000000000021e-02,0.000000000000000000e+00,4.843103935341103394e+00
1.200000000000000025e-02,0.000000000000000000e+00,5.210509212220043374e+00
1.400000000000000029e-02,0.000000000000000000e+00,4.622078645119387375e+00
1.600000000000000033e-02,0.000000000000000000e+00,3.322545710315918388e+00
1.800000000000000211e-02,0.000000000000000000e+00,1.729346811603593492e+00
2.000000000000000389e-02,0.000000000000000000e+00,-1.194142906979708540e-01
2.200000000000000566e-02,0.000000000000000000e+00,-1.966817096698390221e+00
2.400000000000000744e-02,0.000000000000000000e+00,-3.272187319030027020e+00
2.600000000000000921e-02,0.000000000000000000e+00,-3.961365443827595367e+00
2.800000000000001099e-02,0.000000000000000000e+00,-4.131176908130989034e+00
3.000000000000001277e-02,0.000000000000000000e+00,-3.615138164530951492e+00
3.200000000000001454e-02,0.000000000000000000e+00,-2.473762427215329129e+00
3.400000000000001632e-02,0.000000000000000000e+00,-1.094597841405230199e+00
3.600000000000001810e-02,0.000000000000000000e+00,3.467891608022779515e-01
3.800000000000001987e-02,0.000000000000000000e+00,1.766501781788209824e+00
4.000000000000002165e-02,0.000000000000000000e+00,2.797859103957758276e+00
4.200000000000002343e-02,0.000000000000000000e+00,3.249678543467727998e+00
4.400000000000002520e-02,0.000000000000000000e+00,3.261977272571261910e+00
4.600000000000002698e-02,0.000000000000000000e+00,2.792273740164752382e+00
4.800000000000002875e-02,0.000000000000000000e+00,1.823938617663197981e+00
5.000000000000003053e-02,0.000000000000000000e+00,6.559278641943914190e-01
5.200000000000003231e-02,0.000000000000000000e+00,-4.926990398512071656e-01
5.400000000000003408e-02,0.000000000000000000e+00,-1.564476630882520647e+00
5.600000000000003586e-02,0.000000000000000000e+00,-2.350353632035654616e+00
5.800000000000003764e-02,0.000000000000000000e+00,-2.657483147452081251e+00
6.000000000000003941e-02,0.000000000000000000e+00,-2.563295041920147899e+00
6.200000000000004119e-02,0.000000000000000000e+00,-2.122978063521731684e+00
6.400000000000004297e-02,0.000000000000000000e+00,-1.326504776882585501e+00
6.600000000000004474e-02,0.000000000000000000e+00,-3.519965983142422927e-01
6.800000000000004652e-02,0.000000000000000000e+00,5.724625075821956344e-01
7.000000000000004829e-02,0.000000000000000000e+00,1.372493745716369284e+00
7.200000000000005007e-02,0.000000000000000000e+00,1.954559371604869256e+00
7.400000000000005185e-02,0.000000000000000000e+00,2.161929188036642024e+00
7.600000000000005362e-02,0.000000000000000000e+00,2.008860050964726973e+00
7.800000000000005540e-02,0.000000000000000000e+00,1.598215424775422333e+00
8.000000000000005718e-02,0.000000000000000000e+00,9.468372650539167434e-01
8.200000000000005895e-02,0.000000000000000000e+00,1.472136438220459365e-01
8.400000000000006073e-02,0.000000000000000000e+00,-5.931974692901492707e-01
8.600000000000006251e-02,0.000000000000000000e+00,-1.194043533512487265e+00
8.800000000000006428e-02,0.000000000000000000e+00,-1.612065839317970539e+00
9.000000000000006606e-02,0.000000000000000000e+00,-1.740338258446441522e+00
9.200000000000006783e-02,0.000000000000000000e+00,-1.569822753305326835e+00
9.400000000000006961e-02,0.000000000000000000e+00,-1.190520555893818111e+00
9.600000000000007139e-02,0.000000000000000000e+00,-6.529457176711398469e-01
9.800000000000007316e-02,0.000000000000000000e+00,-1.288070981244866797e-02
1.000000000000000749e-01,0.000000000000000000e+00,5.792174767333729823e-01
1.020000000000000767e-01,0.000000000000000000e+00,1.033326879074814908e+00
1.040000000000000785e-01,0.000000000000000000e+00,1.321702762077500370e+00
1.060000000000000803e-01,0.000000000000000000e+00,1.391881161515666987e+00
1.080000000000000820e-01,0.000000000000000000e+00,1.222956665571028001e+00
1.100000000000000838e-01,0.000000000000000000e+00,8.802199112172492956e-01
1.120000000000000856e-01,0.000000000000000000e+00,4.347978296716906166e-01
1.140000000000000874e-01,0.000000000000000000e+00,-7.095211414871066546e-02
1.160000000000000892e-01,0.000000000000000000e+00,-5.415372442316787049e-01
1.180000000000000909e-01,0.000000000000000000e+00,-8.835619640453227230e-01
1.200000000000000927e-01,0.000000000000000000e+00,-1.077237838089452948e+00
1.220000000000000945e-01,0.000000000000000000e+00,-1.105020538792221174e+00
1.240000000000000963e-01,0.000000000000000000e+00,-9.435221028207473326e-01
1.260000000000000842e-01,0.000000000000000000e+00,-6.445241150062855917e-01
1.280000000000000859e-01,0.000000000000000000e+00,-2.739986076226786360e-01
1.300000000000000877e-01,0.000000000000000000e+00,1.252187814182181280e-01
