timeHist0,timeHist1,timeHist2,timeHist3,timeHist4
1.820000000000000000e+02,3.479944167095755461e+02,3.150274792509557074e+02,3.036070181221713824e+02,1.181390363942668165e+00
1.830000000000000000e+02,3.479946890098627250e+02,3.151083257764522614e+02,3.036823980253325317e+02,1.197494829184897913e+00
1.840000000000000000e+02,3.479949480299081870e+02,3.151887838438597669e+02,3.037579341618653643e+02,1.213639444557029545e+00
1.850000000000000000e+02,3.479951944173969878e+02,3.152688579736910128e+02,3.038336206669130775e+02,1.229823003138804882e+00
1.860000000000000000e+02,3.479954287884261817e+02,3.153485526273837536e+02,3.039094517726936147e+02,1.246044316618776238e+00
1.870000000000000000e+02,3.479956517290453348e+02,3.154278722074232633e+02,3.039854218076032453e+02,1.262302215137516503e+00
1.880000000000000000e+02,3.479958637967222330e+02,3.155068210575058743e+02,3.040615251952963831e+02,1.278595547125531695e+00
1.890000000000000000e+02,3.479960655217364547e+02,3.155854034627418514e+02,3.041377564537429521e+02,1.294923179137243974e+00
1.900000000000000000e+02,3.479962574085056985e+02,3.156636236498939638e+02,3.042141101942665387e+02,1.311283995679782377e+00
1.910000000000000000e+02,3.479964399368466843e+02,3.157414857876502765e+02,3.042905811205639566e+02,1.327676899039009317e+00
1.920000000000000000e+02,3.479966135631755151e+02,3.158189939869283762e+02,3.043671640277090660e+02,1.344100809101686389e+00
1.930000000000000000e+02,3.479967787216483543e+02,3.158961523012089856e+02,3.044438538011418132e+02,1.360554663174212253e+00
1.940000000000000000e+02,3.479969358252474194e+02,3.159729647268968051e+02,3.045206454156449354e+02,1.377037415799845510e+00
1.950000000000000000e+02,3.479970852668134853e+02,3.160494352037068779e+02,3.045975339343088990e+02,1.393548038571438052e+00
1.960000000000000000e+02,3.479972274200284232e+02,3.161255676150742033e+02,3.046745145074875154e+02,1.410085519944227261e+00
1.970000000000000000e+02,3.479973626403493085e+02,3.162013657885850648e+02,3.047515823717449166e+02,1.426648865045053949e+00
1.980000000000000000e+02,3.479974912658972812e+02,3.162768334964284236e+02,3.048287328487952550e+02,1.443237095480548460e+00
1.990000000000000000e+02,3.479976136183032054e+02,3.163519744558657294e+02,3.049059613444374577e+02,1.459849249143824634e+00
2.000000000000000000e+02,3.479977300035119470e+02,3.164267923297173866e+02,3.049832633474844101e+02,1.476484380020358866e+00
2.010000000000000000e+02,3.479978407125470312e+02,3.165012907268647950e+02,3.050606344286892408e+02,1.493141557992479163e+00
2.020000000000000000e+02,3.479979460222388070e+02,3.165754732027664318e+02,3.051380702396692186e+02,1.509819868642746199e+00
2.030000000000000000e+02,3.479980461959162881e+02,3.166493432599866082e+02,3.052155665118278876e+02,1.526518413057690982e+00
2.040000000000000000e+02,3.479981414840658545e+02,3.167229043487357671e+02,3.052931190552769181e+02,1.543236307630772464e+00
2.050000000000000000e+02,3.479982321249575534e+02,3.167961598674211245e+02,3.053707237577585829e+02,1.559972683864655263e+00
2.060000000000000000e+02,3.479983183452407616e+02,3.168691131632064071e+02,3.054483765835693703e+02,1.576726688174103108e+00
2.070000000000000000e+02,3.479984003605111980e+02,3.169417675325802861e+02,3.055260735724853589e+02,1.593497481689040818e+00
2.080000000000000000e+02,3.479984783758496292e+02,3.170141262219312352e+02,3.056038108386909471e+02,1.610284240056855776e+00
2.090000000000000000e+02,3.479985525863351654e+02,3.170861924281294932e+02,3.056815845697109353e+02,1.627086153246766198e+00
2.100000000000000000e+02,3.479986231775325791e+02,3.171579692991136312e+02,3.057593910253462468e+02,1.643902425353121366e+00
2.110000000000000000e+02,3.479986903259566589e+02,3.172294599344825770e+02,3.058372265366152760e+02,1.660732274399943531e+00
2.120000000000000000e+02,3.479987541995134848e+02,3.173006673860905380e+02,3.059150875046999545e+02,1.677574932147153808e+00
2.130000000000000000e+02,3.479988149579201604e+02,3.173715946586453924e+02,3.059929703998978425e+02,1.694429643895915882e+00
2.140000000000000000e+02,3.479988727531044219e+02,3.174422447103097511e+02,3.060708717605809284e+02,1.711295668296298755e+00
2.150000000000000000e+02,3.479989277295842385e+02,3.175126204533030432e+02,3.061487881921606800e+02,1.728172277155594516e+00
2.160000000000000000e+02,3.479989800248295069e+02,3.175827247545049090e+02,3.062267163660609981e+02,1.745058755247735016e+00
2.170000000000000000e+02,3.479990297696055563e+02,3.176525604360596162e+02,3.063046530186983887e+02,1.761954400123630915e+00
2.180000000000000000e+02,3.479990770883002824e+02,3.177221302759796231e+02,3.063825949504703203e+02,1.778858521923887048e+00
2.190000000000000000e+02,3.479991220992350236e+02,3.177914370087490283e+02,3.064605390247521655e+02,1.795770443191285537e+00
2.200000000000000000e+02,3.479991649149605450e+02,3.178604833259259408e+02,3.065384821669026678e+02,1.812689498686404388e+00
2.210000000000000000e+02,3.479992056425385272e+02,3.179292718767433712e+02,3.066164213632782776e+02,1.829615035203137063e+00
2.220000000000000000e+02,3.479992443838090708e+02,3.179978052687080208e+02,3.066943536602569793e+02,1.846546411387777864e+00
2.230000000000000000e+02,3.479992812356455829e+02,3.180660860681970235e+02,3.067722761632716129e+02,1.863482997556449750e+00
2.240000000000000000e+02,3.479993162901967594e+02,3.181341168010519596e+02,3.068501860358527438e+02,1.880424175518603080e+00
2.250000000000000000e+02,3.479993496351173690e+02,3.182018999531698000e+02,3.069280804986815951e+02,1.897369338397876914e+00
2.260000000000000000e+02,3.479993813537869869e+02,3.182694379710904968e+02,3.070059568286531544e+02,1.914317890457883697e+00
2.270000000000000000e+02,3.479994115255188376e+02,3.183367332625812196e+02,3.070838123579490571e+02,1.931269246927855399e+00
2.280000000000000000e+02,3.479994402257579509e+02,3.184037881972161017e+02,3.071616444731216120e+02,1.948222833830903111e+00
